Filename, Parameters, Label, AvgVelocity, AvgAcceleration, KineticEnergy, PathLength, RsdVelocity, RsdAcceleration
nn_generat_params_log1_4.txt,Parameter_63,With NN,0.001034,0.000119,0.000003,0.284114, 1.79%, 1.72%
nn_generat_params_log1_4.txt,Parameter_64,With NN,0.002722,0.000354,0.000029,0.675709, 1.96%, 1.81%
nn_generat_params_log1_4.txt,Parameter_65,With NN,0.002939,0.000366,0.000039,0.722501, 2.10%, 1.96%
nn_generat_params_log1_4.txt,Parameter_66,With NN,0.002409,0.000190,0.000015,0.572725, 1.58%, 1.37%
nn_generat_params_log1_4.txt,Parameter_67,With NN,0.002508,0.000273,0.000015,0.634526, 1.53%, 1.81%
nn_generat_params_log1_4.txt,Parameter_68,With NN,0.002287,0.000173,0.000018,0.539998, 1.70%, 1.58%
nn_generat_params_log1_4.txt,Parameter_69,With NN,0.002852,0.000249,0.000018,0.681450, 1.40%, 1.49%
nn_generat_params_log1_4.txt,Parameter_70,With NN,0.004129,0.000294,0.000047,0.917926, 1.66%, 1.56%
nn_generat_params_log1_4.txt,Parameter_71,With NN,0.002485,0.000207,0.000012,0.664150, 1.30%, 1.72%
nn_generat_params_log1_4.txt,Parameter_72,With NN,0.002360,0.000214,0.000011,0.554116, 1.38%, 1.77%
nn_generat_params_log1_4.txt,Parameter_73,With NN,0.003469,0.000301,0.000063,0.765167, 2.26%, 2.08%
nn_generat_params_log1_4.txt,Parameter_74,With NN,0.001985,0.000202,0.000016,0.522401, 1.93%, 1.57%
nn_generat_params_log1_4.txt,Parameter_75,With NN,0.002341,0.000241,0.000012,0.604715, 1.49%, 1.54%
nn_generat_params_log1_4.txt,Parameter_76,With NN,0.002608,0.000189,0.000015,0.596528, 1.48%, 1.39%
nn_generat_params_log1_4.txt,Parameter_77,With NN,0.002116,0.000182,0.000018,0.468254, 1.97%, 1.83%
nn_generat_params_log1_4.txt,Parameter_78,With NN,0.003581,0.000244,0.000033,0.825817, 1.58%, 1.61%
nn_generat_params_log1_4.txt,Parameter_79,With NN,0.002924,0.000295,0.000033,0.739617, 1.95%, 2.24%
nn_generat_params_log1_4.txt,Parameter_80,With NN,0.001946,0.000193,0.000008,0.490107, 1.49%, 1.79%
nn_generat_params_log1_4.txt,Parameter_81,With NN,0.002953,0.000285,0.000029,0.720111, 1.81%, 1.65%
nn_generat_params_log1_4.txt,Parameter_82,With NN,0.002365,0.000191,0.000009,0.554492, 1.24%, 1.51%
nn_generat_params_log1_4.txt,Parameter_83,With NN,0.002962,0.000137,0.000022,0.680014, 1.28%, 1.52%
nn_generat_params_log1_4.txt,Parameter_84,With NN,0.002924,0.000282,0.000019,0.704318, 1.50%, 1.82%
nn_generat_params_log1_4.txt,Parameter_85,With NN,0.004126,0.000246,0.000043,0.921161, 1.58%, 1.45%
nn_generat_params_log1_4.txt,Parameter_86,With NN,0.002760,0.000129,0.000029,0.632659, 1.75%, 1.84%
nn_generat_params_log1_4.txt,Parameter_87,With NN,0.002348,0.000221,0.000012,0.607484, 1.36%, 1.80%
nn_generat_params_log1_4.txt,Parameter_88,With NN,0.002909,0.000259,0.000020,0.648665, 1.53%, 1.94%
nn_generat_params_log1_4.txt,Parameter_89,With NN,0.004049,0.000311,0.000026,0.895700, 1.24%, 1.26%
nn_generat_params_log1_4.txt,Parameter_90,With NN,0.002718,0.000264,0.000017,0.656958, 1.52%, 1.63%
nn_generat_params_log1_4.txt,Parameter_91,With NN,0.002196,0.000198,0.000010,0.533499, 1.45%, 1.22%
nn_generat_params_log1_4.txt,Parameter_92,With NN,0.003176,0.000123,0.000024,0.704441, 1.27%, 1.49%
nn_generat_params_log1_4.txt,Parameter_93,With NN,0.003417,0.000190,0.000024,0.773939, 1.42%, 1.27%
nn_generat_params_log1_4.txt,Parameter_94,With NN,0.002167,0.000174,0.000009,0.557803, 1.24%, 1.76%
nn_generat_params_log1_4.txt,Parameter_95,With NN,0.003182,0.000178,0.000026,0.692217, 1.53%, 1.55%
nn_generat_params_log1_4.txt,Parameter_96,With NN,0.003328,0.000301,0.000033,0.752616, 1.65%, 1.60%
nn_generat_params_log1_4.txt,Parameter_97,With NN,0.003509,0.000303,0.000024,0.857796, 1.31%, 1.72%
nn_generat_params_log1_4.txt,Parameter_98,With NN,0.001849,0.000129,0.000006,0.424998, 1.24%, 1.35%
nn_generat_params_log1_4.txt,Parameter_99,With NN,0.001943,0.000215,0.000014,0.464307, 1.89%, 1.79%
nn_generat_params_log1_4.txt,Parameter_100,With NN,0.002275,0.000183,0.000009,0.593453, 1.19%, 1.52%
nn_generat_params_log1_4.txt,Parameter_101,With NN,0.003100,0.000277,0.000025,0.742586, 1.62%, 1.85%
nn_generat_params_log1_4.txt,Parameter_102,With NN,0.002090,0.000178,0.000012,0.483861, 1.62%, 1.37%
nn_generat_params_log1_4.txt,Parameter_103,With NN,0.001836,0.000171,0.000004,0.416599, 1.12%, 1.24%
nn_generat_params_log1_4.txt,Parameter_104,With NN,0.003819,0.000189,0.000022,0.824423, 1.23%, 1.37%
nn_generat_params_log1_4.txt,Overall,With NN,0.002705,0.000237,0.000022,0.643256
,With NN_std,,0.000674,0.000063,,
,With NN_rsd,,0.25%,0.27%,,

sqc_generat_params_log1_4.txt,Parameter_1,Without NN,0.014191,0.000890,0.000297,4.122024, 1.16%, 1.36%
sqc_generat_params_log1_4.txt,Parameter_2,Without NN,0.007325,0.000043,0.000061,2.002413, 0.39%, 1.17%
sqc_generat_params_log1_4.txt,Parameter_3,Without NN,0.007804,0.000203,0.000112,2.152392, 1.02%, 1.97%
sqc_generat_params_log1_4.txt,Parameter_4,Without NN,0.015340,0.000367,0.000362,4.242243, 1.24%, 1.32%
sqc_generat_params_log1_4.txt,Parameter_5,Without NN,0.007303,0.000048,0.000071,2.001445, 0.58%, 1.07%
sqc_generat_params_log1_4.txt,Parameter_6,Without NN,0.013928,0.000335,0.000290,3.842868, 1.22%, 1.36%
sqc_generat_params_log1_4.txt,Parameter_7,Without NN,0.007705,0.000081,0.000106,2.129706, 1.01%, 0.85%
sqc_generat_params_log1_4.txt,Parameter_8,Without NN,0.009271,0.000131,0.000139,2.563061, 1.14%, 1.01%
sqc_generat_params_log1_4.txt,Parameter_9,Without NN,0.007616,0.000066,0.000089,2.100027, 0.84%, 0.62%
sqc_generat_params_log1_4.txt,Parameter_10,Without NN,0.009693,0.000187,0.000178,2.692767, 1.17%, 1.25%
sqc_generat_params_log1_4.txt,Parameter_11,Without NN,0.007493,0.000067,0.000086,2.064127, 0.80%, 0.87%
sqc_generat_params_log1_4.txt,Parameter_12,Without NN,0.009566,0.000186,0.000177,2.656456, 1.18%, 1.25%
sqc_generat_params_log1_4.txt,Parameter_13,Without NN,0.008688,0.000080,0.000097,2.391785, 0.91%, 1.04%
sqc_generat_params_log1_4.txt,Parameter_14,Without NN,0.007274,0.000072,0.000100,2.011163, 0.95%, 1.01%
sqc_generat_params_log1_4.txt,Parameter_15,Without NN,0.012138,0.000236,0.000188,3.378580, 1.11%, 1.19%
sqc_generat_params_log1_4.txt,Parameter_16,Without NN,0.007487,0.000070,0.000075,2.057665, 0.66%, 0.84%
sqc_generat_params_log1_4.txt,Parameter_17,Without NN,0.007999,0.000197,0.000108,2.223540, 1.03%, 1.16%
sqc_generat_params_log1_4.txt,Parameter_18,Without NN,0.014263,0.000282,0.000295,3.947041, 1.20%, 1.51%
sqc_generat_params_log1_4.txt,Parameter_19,Without NN,0.014095,0.000404,0.000247,3.942814, 1.10%, 1.84%
sqc_generat_params_log1_4.txt,Parameter_20,Without NN,0.007667,0.000125,0.000133,2.128286, 1.17%, 1.22%
sqc_generat_params_log1_4.txt,Parameter_21,Without NN,0.015273,0.000499,0.000331,4.283531, 1.19%, 1.14%
sqc_generat_params_log1_4.txt,Parameter_22,Without NN,0.012556,0.000264,0.000243,3.491606, 1.18%, 1.23%
sqc_generat_params_log1_4.txt,Parameter_23,Without NN,0.007708,0.000283,0.000141,2.171580, 1.23%, 1.23%
sqc_generat_params_log1_4.txt,Parameter_24,Without NN,0.011852,0.000262,0.000185,3.293458, 1.12%, 1.52%
sqc_generat_params_log1_4.txt,Parameter_25,Without NN,0.010198,0.000224,0.000207,2.834495, 1.35%, 1.23%
sqc_generat_params_log1_4.txt,Parameter_26,Without NN,0.013910,0.000371,0.000303,3.860903, 1.18%, 1.13%
sqc_generat_params_log1_4.txt,Parameter_27,Without NN,0.007291,0.000165,0.000138,2.041316, 1.28%, 1.16%
sqc_generat_params_log1_4.txt,Parameter_28,Without NN,0.007284,0.000055,0.000077,2.002970, 0.68%, 0.47%
sqc_generat_params_log1_4.txt,Parameter_29,Without NN,0.015479,0.000372,0.000349,4.293960, 1.18%, 1.24%
sqc_generat_params_log1_4.txt,Parameter_30,Without NN,0.013289,0.000365,0.000263,3.669172, 1.21%, 1.23%
sqc_generat_params_log1_4.txt,Parameter_31,Without NN,0.014975,0.000315,0.000323,4.151624, 1.20%, 1.32%
sqc_generat_params_log1_4.txt,Parameter_32,Without NN,0.014832,0.000434,0.000385,4.141106, 1.32%, 1.24%
sqc_generat_params_log1_4.txt,Parameter_33,Without NN,0.007757,0.000082,0.000079,2.127853, 0.72%, 1.19%
sqc_generat_params_log1_4.txt,Parameter_34,Without NN,0.012627,0.000329,0.000260,3.491826, 1.27%, 1.21%
sqc_generat_params_log1_4.txt,Parameter_35,Without NN,0.007327,0.000097,0.000131,2.037177, 1.23%, 1.18%
sqc_generat_params_log1_4.txt,Parameter_36,Without NN,0.012207,0.000330,0.000278,3.409307, 1.34%, 1.18%
sqc_generat_params_log1_4.txt,Parameter_37,Without NN,0.008207,0.000068,0.000086,2.255967, 0.82%, 1.18%
sqc_generat_params_log1_4.txt,Parameter_38,Without NN,0.008701,0.000127,0.000156,2.411174, 1.28%, 1.23%
sqc_generat_params_log1_4.txt,Parameter_39,Without NN,0.015049,0.000457,0.000296,4.194611, 1.14%, 1.21%
sqc_generat_params_log1_4.txt,Parameter_40,Without NN,0.007298,0.000085,0.000114,2.023748, 1.09%, 1.07%
sqc_generat_params_log1_4.txt,Parameter_41,Without NN,0.008132,0.000120,0.000120,2.241331, 1.05%, 1.34%
sqc_generat_params_log1_4.txt,Parameter_42,Without NN,0.010821,0.000202,0.000229,3.016116, 1.36%, 1.33%
sqc_generat_params_log1_4.txt,Parameter_43,Without NN,0.011770,0.000479,0.000214,3.267218, 1.12%, 1.35%
sqc_generat_params_log1_4.txt,Parameter_44,Without NN,0.007460,0.000073,0.000093,2.062864, 0.88%, 0.62%
sqc_generat_params_log1_4.txt,Parameter_45,Without NN,0.007910,0.000110,0.000119,2.189574, 1.10%, 1.06%
sqc_generat_params_log1_4.txt,Parameter_46,Without NN,0.008544,0.000131,0.000131,2.365635, 1.11%, 1.26%
sqc_generat_params_log1_4.txt,Parameter_47,Without NN,0.007461,0.000066,0.000084,2.056031, 0.78%, 0.73%
sqc_generat_params_log1_4.txt,Parameter_48,Without NN,0.010675,0.000500,0.000241,3.020548, 1.36%, 1.38%
sqc_generat_params_log1_4.txt,Parameter_49,Without NN,0.007758,0.000085,0.000095,2.131013, 0.89%, 1.28%
sqc_generat_params_log1_4.txt,Parameter_50,Without NN,0.010704,0.000367,0.000153,2.977384, 1.06%, 1.73%
sqc_generat_params_log1_4.txt,Parameter_51,Without NN,0.007694,0.000094,0.000117,2.134295, 1.10%, 1.05%
sqc_generat_params_log1_4.txt,Parameter_52,Without NN,0.009092,0.000305,0.000127,2.513892, 1.07%, 1.19%
sqc_generat_params_log1_4.txt,Parameter_53,Without NN,0.007723,0.000081,0.000112,2.138203, 1.06%, 0.87%
sqc_generat_params_log1_4.txt,Parameter_54,Without NN,0.010861,0.000335,0.000239,3.028338, 1.27%, 1.28%
sqc_generat_params_log1_4.txt,Parameter_55,Without NN,0.007558,0.000085,0.000093,2.089697, 0.89%, 0.98%
sqc_generat_params_log1_4.txt,Parameter_56,Without NN,0.009048,0.000417,0.000139,2.519977, 1.12%, 1.25%
sqc_generat_params_log1_4.txt,Parameter_57,Without NN,0.014398,0.000364,0.000344,3.998126, 1.29%, 1.32%
sqc_generat_params_log1_4.txt,Parameter_58,Without NN,0.009097,0.000270,0.000129,2.522880, 1.06%, 1.60%
sqc_generat_params_log1_4.txt,Parameter_59,Without NN,0.007529,0.000077,0.000086,2.078176, 0.81%, 0.93%
sqc_generat_params_log1_4.txt,Parameter_60,Without NN,0.013691,0.000408,0.000377,3.810810, 1.42%, 1.45%
sqc_generat_params_log1_4.txt,Parameter_61,Without NN,0.009438,0.000279,0.000125,2.610289, 1.04%, 1.23%
sqc_generat_params_log1_4.txt,Parameter_62,Without NN,0.011215,0.000279,0.000190,3.109529, 1.19%, 1.48%
sqc_generat_params_log1_4.txt,Parameter_63,Without NN,0.007574,0.000076,0.000085,2.088507, 0.80%, 0.93%
sqc_generat_params_log1_4.txt,Parameter_64,Without NN,0.011040,0.000341,0.000271,3.080618, 1.44%, 1.37%
sqc_generat_params_log1_4.txt,Parameter_65,Without NN,0.013829,0.000325,0.000295,3.839471, 1.24%, 1.24%
sqc_generat_params_log1_4.txt,Parameter_66,Without NN,0.008297,0.000227,0.000120,2.317706, 1.07%, 2.14%
sqc_generat_params_log1_4.txt,Parameter_67,Without NN,0.007371,0.000123,0.000090,2.038932, 0.86%, 1.09%
sqc_generat_params_log1_4.txt,Parameter_68,Without NN,0.008414,0.000218,0.000162,2.344241, 1.25%, 1.29%
sqc_generat_params_log1_4.txt,Parameter_69,Without NN,0.019929,0.000744,0.000524,5.532080, 1.15%, 1.25%
sqc_generat_params_log1_4.txt,Parameter_70,Without NN,0.007976,0.000124,0.000098,2.235837, 0.92%, 2.03%
sqc_generat_params_log1_4.txt,Parameter_71,Without NN,0.009731,0.000517,0.000155,2.732483, 1.08%, 1.35%
sqc_generat_params_log1_4.txt,Parameter_72,Without NN,0.007645,0.000099,0.000122,2.127980, 1.15%, 0.81%
sqc_generat_params_log1_4.txt,Parameter_73,Without NN,0.012680,0.000328,0.000246,3.514099, 1.23%, 1.34%
sqc_generat_params_log1_4.txt,Parameter_74,Without NN,0.016185,0.000453,0.000418,4.512000, 1.22%, 1.37%
sqc_generat_params_log1_4.txt,Parameter_75,Without NN,0.010741,0.000348,0.000211,3.008231, 1.30%, 1.55%
sqc_generat_params_log1_4.txt,Parameter_76,Without NN,0.007665,0.000170,0.000136,2.132683, 1.20%, 1.27%
sqc_generat_params_log1_4.txt,Parameter_77,Without NN,0.008174,0.000076,0.000094,2.254346, 0.89%, 0.70%
sqc_generat_params_log1_4.txt,Parameter_78,Without NN,0.008593,0.000101,0.000116,2.366162, 1.05%, 1.40%
sqc_generat_params_log1_4.txt,Parameter_79,Without NN,0.012250,0.000497,0.000276,3.427758, 1.31%, 1.39%
sqc_generat_params_log1_4.txt,Parameter_80,Without NN,0.007374,0.000079,0.000100,2.029254, 0.95%, 1.37%
sqc_generat_params_log1_4.txt,Parameter_81,Without NN,0.013505,0.000333,0.000269,3.753826, 1.21%, 1.33%
sqc_generat_params_log1_4.txt,Parameter_82,Without NN,0.011155,0.000283,0.000213,3.084342, 1.27%, 1.39%
sqc_generat_params_log1_4.txt,Parameter_83,Without NN,0.008284,0.000114,0.000076,2.278049, 0.71%, 1.60%
sqc_generat_params_log1_4.txt,Parameter_84,Without NN,0.013910,0.000283,0.000283,3.844338, 1.21%, 1.47%
sqc_generat_params_log1_4.txt,Parameter_85,Without NN,0.008639,0.000167,0.000088,2.389474, 0.82%, 1.62%
sqc_generat_params_log1_4.txt,Parameter_86,Without NN,0.009035,0.000236,0.000106,2.511731, 0.95%, 1.49%
sqc_generat_params_log1_4.txt,Parameter_87,Without NN,0.008636,0.000122,0.000123,2.380668, 1.09%, 1.06%
sqc_generat_params_log1_4.txt,Parameter_88,Without NN,0.007485,0.000095,0.000118,2.082469, 1.12%, 0.84%
sqc_generat_params_log1_4.txt,Parameter_89,Without NN,0.013930,0.000454,0.000324,3.878745, 1.29%, 1.21%
sqc_generat_params_log1_4.txt,Parameter_90,Without NN,0.008003,0.000098,0.000101,2.208921, 0.92%, 1.06%
sqc_generat_params_log1_4.txt,Parameter_91,Without NN,0.016202,0.001552,0.000377,4.927716, 1.17%, 1.28%
sqc_generat_params_log1_4.txt,Parameter_92,Without NN,0.009529,0.000241,0.000149,2.637210, 1.16%, 1.37%
sqc_generat_params_log1_4.txt,Parameter_93,Without NN,0.010389,0.000284,0.000142,2.878713, 1.05%, 1.51%
sqc_generat_params_log1_4.txt,Parameter_94,Without NN,0.008170,0.000113,0.000109,2.250062, 1.02%, 1.36%
sqc_generat_params_log1_4.txt,Parameter_95,Without NN,0.013875,0.000272,0.000254,3.826926, 1.15%, 1.22%
sqc_generat_params_log1_4.txt,Parameter_96,Without NN,0.008553,0.000110,0.000110,2.353752, 1.01%, 1.22%
sqc_generat_params_log1_4.txt,Parameter_97,Without NN,0.010112,0.000317,0.000202,2.798667, 1.33%, 1.46%
sqc_generat_params_log1_4.txt,Parameter_98,Without NN,0.007823,0.000116,0.000072,2.149646, 0.62%, 1.97%
sqc_generat_params_log1_4.txt,Parameter_99,Without NN,0.009453,0.000272,0.000127,2.614983, 0.92%, 1.28%
sqc_generat_params_log1_4.txt,Parameter_100,Without NN,0.016692,0.001086,0.000379,4.763224, 1.10%, 1.22%
sqc_generat_params_log1_4.txt,Parameter_101,Without NN,0.007504,0.000062,0.000080,2.064006, 0.73%, 0.71%
sqc_generat_params_log1_4.txt,Parameter_102,Without NN,0.010428,0.000162,0.000150,2.870421, 1.11%, 1.26%
sqc_generat_params_log1_4.txt,Parameter_103,Without NN,0.018121,0.001062,0.000432,5.266690, 1.10%, 1.27%
sqc_generat_params_log1_4.txt,Parameter_104,Without NN,0.014525,0.000757,0.000305,4.107508, 1.20%, 1.17%
sqc_generat_params_log1_4.txt,Overall,Without NN,0.010372,0.000267,0.000185,2.886771
,Without NN_std,,0.003008,0.000235,,
,Without NN_rsd,,0.29%,0.88%,,

