Filename, Parameters, Label, AvgVelocity, AvgAcceleration, KineticEnergy, PathLength, RsdVelocity, RsdAcceleration
nn_generat_params_log1_5.txt,Parameter_85,With NN,0.002382,0.000225,0.000015,0.553638, 1.56%, 1.43%
nn_generat_params_log1_5.txt,Parameter_86,With NN,0.002145,0.000158,0.000012,0.480720, 1.62%, 1.23%
nn_generat_params_log1_5.txt,Parameter_87,With NN,0.001994,0.000201,0.000008,0.536063, 1.40%, 1.48%
nn_generat_params_log1_5.txt,Parameter_88,With NN,0.003339,0.000239,0.000028,0.754963, 1.47%, 1.50%
nn_generat_params_log1_5.txt,Parameter_89,With NN,0.003081,0.000209,0.000018,0.717264, 1.37%, 1.71%
nn_generat_params_log1_5.txt,Parameter_90,With NN,0.002501,0.000353,0.000021,0.664859, 1.83%, 1.89%
nn_generat_params_log1_5.txt,Parameter_91,With NN,0.001680,0.000176,0.000007,0.398831, 1.46%, 1.55%
nn_generat_params_log1_5.txt,Parameter_92,With NN,0.003816,0.000320,0.000048,0.918612, 1.74%, 1.66%
nn_generat_params_log1_5.txt,Parameter_93,With NN,0.003604,0.000143,0.000032,0.805407, 1.25%, 1.32%
nn_generat_params_log1_5.txt,Parameter_94,With NN,0.002393,0.000331,0.000016,0.638467, 1.58%, 1.75%
nn_generat_params_log1_5.txt,Parameter_95,With NN,0.002244,0.000230,0.000017,0.525679, 1.79%, 1.62%
nn_generat_params_log1_5.txt,Parameter_96,With NN,0.004402,0.000174,0.000049,0.967657, 1.38%, 1.38%
nn_generat_params_log1_5.txt,Parameter_97,With NN,0.002376,0.000171,0.000009,0.533511, 1.20%, 1.64%
nn_generat_params_log1_5.txt,Parameter_98,With NN,0.003749,0.000259,0.000036,0.881747, 1.57%, 1.62%
nn_generat_params_log1_5.txt,Parameter_99,With NN,0.002854,0.000192,0.000027,0.672399, 1.80%, 1.65%
nn_generat_params_log1_5.txt,Parameter_100,With NN,0.002840,0.000191,0.000022,0.625021, 1.42%, 1.54%
nn_generat_params_log1_5.txt,Parameter_101,With NN,0.001650,0.000154,0.000007,0.367404, 1.59%, 1.52%
nn_generat_params_log1_5.txt,Parameter_102,With NN,0.002616,0.000219,0.000012,0.628117, 1.32%, 1.45%
nn_generat_params_log1_5.txt,Parameter_103,With NN,0.001499,0.000205,0.000007,0.427309, 1.74%, 1.69%
nn_generat_params_log1_5.txt,Parameter_104,With NN,0.003079,0.000167,0.000025,0.690950, 1.55%, 1.38%
nn_generat_params_log1_5.txt,Parameter_105,With NN,0.002436,0.000188,0.000013,0.615946, 1.46%, 1.85%
nn_generat_params_log1_5.txt,Parameter_106,With NN,0.002197,0.000260,0.000020,0.576398, 1.89%, 1.95%
nn_generat_params_log1_5.txt,Parameter_107,With NN,0.001379,0.000192,0.000005,0.383783, 1.54%, 1.76%
nn_generat_params_log1_5.txt,Parameter_108,With NN,0.001914,0.000191,0.000008,0.428405, 1.45%, 1.41%
nn_generat_params_log1_5.txt,Parameter_109,With NN,0.002337,0.000231,0.000016,0.577023, 1.57%, 2.04%
nn_generat_params_log1_5.txt,Parameter_110,With NN,0.001649,0.000254,0.000005,0.456683, 1.36%, 1.47%
nn_generat_params_log1_5.txt,Parameter_111,With NN,0.002300,0.000241,0.000014,0.600803, 1.46%, 1.96%
nn_generat_params_log1_5.txt,Parameter_112,With NN,0.003074,0.000301,0.000017,0.691066, 1.34%, 1.39%
nn_generat_params_log1_5.txt,Parameter_113,With NN,0.002977,0.000139,0.000030,0.686341, 1.54%, 1.40%
nn_generat_params_log1_5.txt,Parameter_114,With NN,0.002259,0.000172,0.000010,0.548689, 1.27%, 1.40%
nn_generat_params_log1_5.txt,Parameter_115,With NN,0.002834,0.000305,0.000019,0.708345, 1.55%, 1.91%
nn_generat_params_log1_5.txt,Parameter_116,With NN,0.001989,0.000206,0.000009,0.469910, 1.51%, 1.40%
nn_generat_params_log1_5.txt,Parameter_117,With NN,0.002318,0.000199,0.000018,0.580747, 1.81%, 2.24%
nn_generat_params_log1_5.txt,Parameter_118,With NN,0.002143,0.000291,0.000009,0.543525, 1.39%, 1.47%
nn_generat_params_log1_5.txt,Parameter_119,With NN,0.002124,0.000272,0.000011,0.576600, 1.54%, 1.74%
nn_generat_params_log1_5.txt,Parameter_120,With NN,0.003030,0.000160,0.000030,0.696144, 1.57%, 1.60%
nn_generat_params_log1_5.txt,Parameter_121,With NN,0.001848,0.000185,0.000006,0.438006, 1.20%, 1.40%
nn_generat_params_log1_5.txt,Parameter_122,With NN,0.001720,0.000163,0.000005,0.440175, 1.30%, 1.34%
nn_generat_params_log1_5.txt,Parameter_123,With NN,0.002114,0.000280,0.000008,0.501660, 1.36%, 1.56%
nn_generat_params_log1_5.txt,Parameter_124,With NN,0.002552,0.000196,0.000017,0.566669, 1.60%, 1.54%
nn_generat_params_log1_5.txt,Parameter_125,With NN,0.002683,0.000241,0.000020,0.622288, 1.62%, 1.72%
nn_generat_params_log1_5.txt,Parameter_126,With NN,0.002509,0.000281,0.000016,0.618668, 1.58%, 2.08%
nn_generat_params_log1_5.txt,Parameter_127,With NN,0.002072,0.000188,0.000009,0.504074, 1.46%, 1.28%
nn_generat_params_log1_5.txt,Parameter_128,With NN,0.002861,0.000264,0.000024,0.677130, 1.71%, 1.57%
nn_generat_params_log1_5.txt,Parameter_129,With NN,0.002030,0.000242,0.000016,0.544659, 1.83%, 1.88%
nn_generat_params_log1_5.txt,Parameter_130,With NN,0.001976,0.000178,0.000008,0.443457, 1.32%, 1.28%
nn_generat_params_log1_5.txt,Parameter_131,With NN,0.001862,0.000171,0.000010,0.483597, 1.51%, 1.85%
nn_generat_params_log1_5.txt,Parameter_132,With NN,0.002391,0.000304,0.000015,0.613291, 1.52%, 1.48%
nn_generat_params_log1_5.txt,Parameter_133,With NN,0.002154,0.000162,0.000025,0.495300, 2.24%, 1.91%
nn_generat_params_log1_5.txt,Parameter_134,With NN,0.002654,0.000162,0.000013,0.573346, 0.97%, 1.42%
nn_generat_params_log1_5.txt,Parameter_135,With NN,0.003093,0.000257,0.000026,0.769934, 1.56%, 1.59%
nn_generat_params_log1_5.txt,Parameter_136,With NN,0.002910,0.000241,0.000024,0.678026, 1.66%, 2.17%
nn_generat_params_log1_5.txt,Parameter_137,With NN,0.001813,0.000218,0.000007,0.441225, 1.49%, 1.65%
nn_generat_params_log1_5.txt,Parameter_138,With NN,0.002654,0.000192,0.000014,0.597440, 1.34%, 1.32%
nn_generat_params_log1_5.txt,Parameter_139,With NN,0.002458,0.000282,0.000010,0.598421, 1.23%, 1.30%
nn_generat_params_log1_5.txt,Parameter_140,With NN,0.003245,0.000186,0.000023,0.717813, 1.45%, 1.27%
nn_generat_params_log1_5.txt,Parameter_141,With NN,0.002999,0.000273,0.000021,0.679926, 1.25%, 1.63%
nn_generat_params_log1_5.txt,Parameter_142,With NN,0.001872,0.000183,0.000010,0.477108, 1.40%, 1.62%
nn_generat_params_log1_5.txt,Parameter_143,With NN,0.002061,0.000134,0.000014,0.475284, 1.69%, 1.45%
nn_generat_params_log1_5.txt,Parameter_144,With NN,0.001606,0.000169,0.000007,0.370797, 1.56%, 1.80%
nn_generat_params_log1_5.txt,Parameter_145,With NN,0.002747,0.000100,0.000031,0.628684, 1.84%, 1.49%
nn_generat_params_log1_5.txt,Parameter_146,With NN,0.002703,0.000223,0.000014,0.590890, 1.28%, 1.50%
nn_generat_params_log1_5.txt,Parameter_147,With NN,0.002223,0.000232,0.000014,0.488388, 1.67%, 1.59%
nn_generat_params_log1_5.txt,Parameter_148,With NN,0.003338,0.000232,0.000026,0.748436, 1.47%, 1.85%
nn_generat_params_log1_5.txt,Parameter_149,With NN,0.004220,0.000274,0.000029,0.947697, 1.26%, 1.60%
nn_generat_params_log1_5.txt,Parameter_150,With NN,0.003069,0.000170,0.000048,0.720775, 2.08%, 1.91%
nn_generat_params_log1_5.txt,Parameter_151,With NN,0.002996,0.000323,0.000013,0.696148, 1.21%, 1.33%
nn_generat_params_log1_5.txt,Parameter_152,With NN,0.002204,0.000193,0.000015,0.505724, 1.58%, 1.76%
nn_generat_params_log1_5.txt,Parameter_153,With NN,0.003001,0.000155,0.000028,0.654460, 1.60%, 1.60%
nn_generat_params_log1_5.txt,Parameter_154,With NN,0.003253,0.000130,0.000035,0.757859, 1.57%, 1.68%
nn_generat_params_log1_5.txt,Parameter_155,With NN,0.002072,0.000167,0.000006,0.467066, 1.17%, 1.23%
nn_generat_params_log1_5.txt,Parameter_156,With NN,0.002514,0.000239,0.000015,0.594755, 1.50%, 1.37%
nn_generat_params_log1_5.txt,Parameter_157,With NN,0.002571,0.000154,0.000024,0.605039, 1.70%, 1.39%
nn_generat_params_log1_5.txt,Parameter_158,With NN,0.002497,0.000158,0.000020,0.573498, 1.50%, 1.72%
nn_generat_params_log1_5.txt,Parameter_159,With NN,0.002882,0.000190,0.000032,0.676865, 1.72%, 1.91%
nn_generat_params_log1_5.txt,Parameter_160,With NN,0.002876,0.000218,0.000032,0.712219, 1.90%, 1.88%
nn_generat_params_log1_5.txt,Parameter_161,With NN,0.003759,0.000160,0.000040,0.841761, 1.44%, 1.39%
nn_generat_params_log1_5.txt,Parameter_162,With NN,0.003552,0.000259,0.000022,0.795566, 1.28%, 1.29%
nn_generat_params_log1_5.txt,Parameter_163,With NN,0.002785,0.000183,0.000020,0.636856, 1.45%, 1.53%
nn_generat_params_log1_5.txt,Parameter_164,With NN,0.003816,0.000210,0.000042,0.868329, 1.63%, 1.23%
nn_generat_params_log1_5.txt,Parameter_165,With NN,0.002122,0.000197,0.000017,0.508502, 1.93%, 1.67%
nn_generat_params_log1_5.txt,Parameter_166,With NN,0.003524,0.000214,0.000030,0.833573, 1.36%, 1.82%
nn_generat_params_log1_5.txt,Parameter_167,With NN,0.002726,0.000241,0.000018,0.641036, 1.54%, 1.58%
nn_generat_params_log1_5.txt,Parameter_168,With NN,0.003809,0.000259,0.000026,0.865172, 1.34%, 1.35%
nn_generat_params_log1_5.txt,Parameter_169,With NN,0.002835,0.000248,0.000022,0.662388, 1.59%, 1.57%
nn_generat_params_log1_5.txt,Parameter_170,With NN,0.001730,0.000161,0.000004,0.409514, 1.09%, 1.27%
nn_generat_params_log1_5.txt,Parameter_171,With NN,0.002447,0.000153,0.000009,0.574154, 1.04%, 1.46%
nn_generat_params_log1_5.txt,Parameter_172,With NN,0.003225,0.000343,0.000025,0.760842, 1.55%, 1.66%
nn_generat_params_log1_5.txt,Parameter_173,With NN,0.002865,0.000187,0.000027,0.685756, 1.68%, 2.44%
nn_generat_params_log1_5.txt,Parameter_174,With NN,0.001683,0.000151,0.000006,0.437658, 1.28%, 1.46%
nn_generat_params_log1_5.txt,Parameter_175,With NN,0.001862,0.000149,0.000006,0.423017, 1.15%, 1.25%
nn_generat_params_log1_5.txt,Parameter_176,With NN,0.002779,0.000261,0.000022,0.676787, 1.66%, 1.71%
nn_generat_params_log1_5.txt,Parameter_177,With NN,0.002656,0.000262,0.000027,0.693578, 1.79%, 2.04%
nn_generat_params_log1_5.txt,Parameter_178,With NN,0.001303,0.000105,0.000002,0.332420, 1.04%, 1.16%
nn_generat_params_log1_5.txt,Parameter_179,With NN,0.003238,0.000164,0.000018,0.724058, 0.98%, 1.27%
nn_generat_params_log1_5.txt,Overall,With NN,0.002529,0.000216,0.000018,0.603807
,With NN_std,,0.000614,0.000054,,
,With NN_rsd,,0.24%,0.25%,,

sqc_generat_params_log1_5.txt,Parameter_1,Without NN,0.006060,0.000038,0.000052,2.000000, 0.64%, 0.98%
sqc_generat_params_log1_5.txt,Parameter_2,Without NN,0.006495,0.000125,0.000054,2.149237, 0.69%, 1.68%
sqc_generat_params_log1_5.txt,Parameter_3,Without NN,0.006875,0.000106,0.000099,2.294956, 1.23%, 1.20%
sqc_generat_params_log1_5.txt,Parameter_4,Without NN,0.016253,0.000574,0.000390,5.395787, 1.20%, 1.26%
sqc_generat_params_log1_5.txt,Parameter_5,Without NN,0.008966,0.000174,0.000120,2.973877, 1.16%, 1.51%
sqc_generat_params_log1_5.txt,Parameter_6,Without NN,0.011616,0.000258,0.000238,3.866600, 1.33%, 1.15%
sqc_generat_params_log1_5.txt,Parameter_7,Without NN,0.008009,0.000172,0.000092,2.658829, 1.07%, 1.23%
sqc_generat_params_log1_5.txt,Parameter_8,Without NN,0.007013,0.000267,0.000083,2.350822, 0.99%, 1.14%
sqc_generat_params_log1_5.txt,Parameter_9,Without NN,0.006292,0.000160,0.000066,2.117487, 0.88%, 2.18%
sqc_generat_params_log1_5.txt,Parameter_10,Without NN,0.006426,0.000124,0.000072,2.137098, 0.96%, 2.10%
sqc_generat_params_log1_5.txt,Parameter_11,Without NN,0.009594,0.000178,0.000142,3.179960, 1.21%, 1.21%
sqc_generat_params_log1_5.txt,Parameter_12,Without NN,0.013420,0.000477,0.000309,4.501450, 1.25%, 1.25%
sqc_generat_params_log1_5.txt,Parameter_13,Without NN,0.007338,0.000174,0.000069,2.428467, 0.79%, 1.75%
sqc_generat_params_log1_5.txt,Parameter_14,Without NN,0.008996,0.000156,0.000113,2.971624, 1.12%, 1.46%
sqc_generat_params_log1_5.txt,Parameter_15,Without NN,0.010004,0.000457,0.000188,3.380636, 1.29%, 1.70%
sqc_generat_params_log1_5.txt,Parameter_16,Without NN,0.006669,0.000125,0.000072,2.214616, 0.98%, 1.24%
sqc_generat_params_log1_5.txt,Parameter_17,Without NN,0.010206,0.000177,0.000198,3.401716, 1.37%, 1.48%
sqc_generat_params_log1_5.txt,Parameter_18,Without NN,0.006743,0.000100,0.000096,2.246601, 1.21%, 1.22%
sqc_generat_params_log1_5.txt,Parameter_19,Without NN,0.009727,0.000456,0.000169,3.284149, 1.23%, 1.64%
sqc_generat_params_log1_5.txt,Parameter_20,Without NN,0.006144,0.000047,0.000058,2.023940, 0.76%, 1.08%
sqc_generat_params_log1_5.txt,Parameter_21,Without NN,0.007503,0.000187,0.000085,2.492535, 1.05%, 1.60%
sqc_generat_params_log1_5.txt,Parameter_22,Without NN,0.006074,0.000046,0.000047,2.000000, 0.53%, 1.18%
sqc_generat_params_log1_5.txt,Parameter_23,Without NN,0.012286,0.000388,0.000222,4.088729, 1.17%, 1.48%
sqc_generat_params_log1_5.txt,Parameter_24,Without NN,0.011603,0.000295,0.000246,3.908989, 1.34%, 1.32%
sqc_generat_params_log1_5.txt,Parameter_25,Without NN,0.013027,0.000392,0.000295,4.339196, 1.31%, 1.22%
sqc_generat_params_log1_5.txt,Parameter_26,Without NN,0.011486,0.000523,0.000288,3.890825, 1.39%, 1.30%
sqc_generat_params_log1_5.txt,Parameter_27,Without NN,0.008302,0.000338,0.000139,2.813748, 1.28%, 1.75%
sqc_generat_params_log1_5.txt,Parameter_28,Without NN,0.010709,0.000299,0.000150,3.557703, 1.07%, 1.43%
sqc_generat_params_log1_5.txt,Parameter_29,Without NN,0.006468,0.000123,0.000059,2.141554, 0.80%, 1.08%
sqc_generat_params_log1_5.txt,Parameter_30,Without NN,0.006402,0.000093,0.000094,2.138172, 1.23%, 1.16%
sqc_generat_params_log1_5.txt,Parameter_31,Without NN,0.006929,0.000308,0.000090,2.324079, 1.06%, 1.25%
sqc_generat_params_log1_5.txt,Parameter_32,Without NN,0.010935,0.000183,0.000161,3.605230, 1.15%, 1.23%
sqc_generat_params_log1_5.txt,Parameter_33,Without NN,0.011379,0.000321,0.000264,3.800958, 1.43%, 1.34%
sqc_generat_params_log1_5.txt,Parameter_34,Without NN,0.010489,0.000462,0.000209,3.527907, 1.34%, 1.28%
sqc_generat_params_log1_5.txt,Parameter_35,Without NN,0.013938,0.000507,0.000333,4.677347, 1.26%, 1.27%
sqc_generat_params_log1_5.txt,Parameter_36,Without NN,0.008216,0.000201,0.000102,2.724596, 1.13%, 1.39%
sqc_generat_params_log1_5.txt,Parameter_37,Without NN,0.006073,0.000075,0.000047,2.000000, 0.52%, 1.17%
sqc_generat_params_log1_5.txt,Parameter_38,Without NN,0.010648,0.000357,0.000201,3.604606, 1.32%, 1.63%
sqc_generat_params_log1_5.txt,Parameter_39,Without NN,0.014946,0.000554,0.000384,5.027772, 1.31%, 1.59%
sqc_generat_params_log1_5.txt,Parameter_40,Without NN,0.014038,0.000500,0.000276,4.679471, 1.18%, 1.37%
sqc_generat_params_log1_5.txt,Parameter_41,Without NN,0.012881,0.000437,0.000253,4.310501, 1.24%, 1.56%
sqc_generat_params_log1_5.txt,Parameter_42,Without NN,0.010645,0.000441,0.000228,3.575366, 1.40%, 1.25%
sqc_generat_params_log1_5.txt,Parameter_43,Without NN,0.014650,0.001024,0.000481,5.053694, 1.47%, 1.49%
sqc_generat_params_log1_5.txt,Parameter_44,Without NN,0.008595,0.000197,0.000123,2.848282, 1.22%, 1.70%
sqc_generat_params_log1_5.txt,Parameter_45,Without NN,0.006427,0.000137,0.000058,2.124662, 0.72%, 1.33%
sqc_generat_params_log1_5.txt,Parameter_46,Without NN,0.009163,0.000149,0.000126,3.035078, 1.17%, 1.48%
sqc_generat_params_log1_5.txt,Parameter_47,Without NN,0.011135,0.000662,0.000251,3.810536, 1.40%, 1.42%
sqc_generat_params_log1_5.txt,Parameter_48,Without NN,0.006820,0.000081,0.000095,2.260573, 1.20%, 1.58%
sqc_generat_params_log1_5.txt,Parameter_49,Without NN,0.009125,0.000231,0.000146,3.028910, 1.26%, 1.21%
sqc_generat_params_log1_5.txt,Parameter_50,Without NN,0.010711,0.000449,0.000212,3.635393, 1.35%, 1.52%
sqc_generat_params_log1_5.txt,Parameter_51,Without NN,0.009773,0.000307,0.000147,3.248476, 1.09%, 1.49%
sqc_generat_params_log1_5.txt,Parameter_52,Without NN,0.007672,0.000128,0.000115,2.553156, 1.28%, 1.13%
sqc_generat_params_log1_5.txt,Parameter_53,Without NN,0.006120,0.000070,0.000068,2.027906, 0.92%, 1.04%
